transaction_id,sale_date,product_id,quantity_units_sold,price_per_unit_at_sale_INR,tax_percentage,discount_percentage,line_total_before_tax_discount,tax_amount,discount_amount,final_line_total_INR,payment_method
TR0005697,2024-07-27,P040,1,194.35,12,3.87,194.35,22.42,7.52,209.25,Cash
TR0005698,2024-07-27,P079,1,108.55,12,0.06,108.55,13.02,0.07,121.5,Cash
TR0005699,2024-07-27,P100,5,162.9,12,1.99,814.5,95.79,16.21,894.08,UPI
TR0005700,2024-07-27,P090,1,211.49,12,3.06,211.49,24.6,6.47,229.62,UPI
TR0005701,2024-07-27,P089,5,92.12,5,1.19,460.6,22.76,5.48,477.88,Cash
TR0005702,2024-07-27,P036,5,154.49,5,4.87,772.45,36.74,37.62,771.57,Card
TR0005703,2024-07-27,P043,3,144.14,5,1.4,432.42,21.32,6.05,447.69,Card
TR0005704,2024-07-27,P026,6,149.08,12,4.09,894.48,102.95,36.58,960.85,Card
TR0005705,2024-07-27,P017,2,126.73,5,3.58,253.46,12.22,9.07,256.61,Cash
TR0005706,2024-07-27,P076,1,440.22,5,1.06,440.22,21.78,4.67,457.33,Card
TR0005707,2024-07-27,P080,4,145.92,12,2.36,583.68,68.39,13.77,638.3,Card
TR0005708,2024-07-27,P042,1,83.66,5,1.29,83.66,4.13,1.08,86.71,UPI
TR0005709,2024-07-27,P089,3,91.54,5,2.48,274.62,13.39,6.81,281.2,UPI
TR0005710,2024-07-27,P008,4,160.86,5,1.04,643.44,31.84,6.69,668.59,UPI
TR0005711,2024-07-27,P015,1,61.53,5,4.01,61.53,2.95,2.47,62.01,Cash
TR0005712,2024-07-27,P031,3,234.26,12,0.05,702.78,84.29,0.35,786.72,UPI
TR0005713,2024-07-27,P099,4,118.4,12,0.57,473.6,56.51,2.7,527.41,Card
TR0005714,2024-07-27,P098,1,203.55,12,1.3,203.55,24.11,2.65,225.01,Card
TR0005715,2024-07-27,P007,3,160.45,12,3.72,481.35,55.61,17.91,519.05,UPI
TR0005716,2024-07-27,P077,6,64.83,5,0.63,388.98,19.33,2.45,405.86,Cash
TR0005717,2024-07-27,P082,2,206.84,5,1.7,413.68,20.33,7.03,426.98,UPI
TR0005718,2024-07-27,P005,2,55.51,5,3.73,111.02,5.34,4.14,112.22,Cash
TR0005719,2024-07-27,P039,4,476.52,12,2.92,1906.08,222.05,55.66,2072.47,Cash
TR0005720,2024-07-27,P041,4,102.15,12,4.52,408.6,46.82,18.47,436.95,UPI
TR0005721,2024-07-27,P028,2,84.02,12,4.9,168.04,19.18,8.23,178.99,Card
TR0005722,2024-07-27,P009,5,108.13,5,2.71,540.65,26.3,14.65,552.3,UPI
TR0005723,2024-07-27,P011,6,46.67,12,1.12,280.02,33.23,3.14,310.11,UPI
TR0005724,2024-07-27,P082,2,205.72,5,3.1,411.44,19.93,12.75,418.62,Cash
TR0005725,2024-07-27,P082,3,202.5,12,3.01,607.5,70.71,18.29,659.92,Card
TR0005726,2024-07-27,P028,1,82.87,5,3.27,82.87,4.01,2.71,84.17,Cash
TR0005727,2024-07-27,P003,1,248.5,5,3.21,248.5,12.03,7.98,252.55,UPI
TR0005728,2024-07-27,P044,2,172.28,12,2.0,344.56,40.52,6.89,378.19,UPI
TR0005729,2024-07-27,P021,1,156.65,12,2.46,156.65,18.34,3.85,171.14,UPI
TR0005730,2024-07-27,P078,1,84.98,12,4.73,84.98,9.72,4.02,90.68,Card
TR0005731,2024-07-27,P090,5,205.37,5,3.53,1026.85,49.53,36.25,1040.13,Cash
TR0005732,2024-07-27,P079,3,110.3,5,2.78,330.9,16.09,9.2,337.79,Card
TR0005733,2024-07-27,P006,6,47.31,12,3.13,283.86,33.0,8.88,307.98,Cash
TR0005734,2024-07-27,P099,5,119.02,5,3.73,595.1,28.64,22.2,601.54,Card
TR0005735,2024-07-27,P050,5,45.78,5,4.99,228.9,10.87,11.42,228.35,Card
TR0005736,2024-07-27,P076,1,407.66,12,3.97,407.66,46.98,16.18,438.46,Cash
TR0005737,2024-07-27,P097,6,147.9,5,1.72,887.4,43.61,15.26,915.75,Cash
TR0005738,2024-07-27,P003,4,267.38,5,3.09,1069.52,51.82,33.05,1088.29,Card
TR0005739,2024-07-27,P089,5,93.64,5,0.38,468.2,23.32,1.78,489.74,Cash
TR0005740,2024-07-27,P029,2,43.66,12,4.05,87.32,10.05,3.54,93.83,Cash
TR0005741,2024-07-27,P093,2,391.58,12,1.74,783.16,92.34,13.63,861.87,Cash
TR0005742,2024-07-27,P026,4,144.56,5,1.52,578.24,28.47,8.79,597.92,Card
TR0005743,2024-07-27,P040,2,200.1,5,2.29,400.2,19.55,9.16,410.59,Card
TR0005744,2024-07-27,P018,1,118.86,12,4.13,118.86,13.67,4.91,127.62,Cash
TR0005745,2024-07-27,P008,4,160.26,12,2.23,641.04,75.21,14.3,701.95,Card
TR0005746,2024-07-28,P042,2,84.33,12,2.42,168.66,19.75,4.08,184.33,UPI
TR0005747,2024-07-28,P050,6,42.67,5,1.96,256.02,12.55,5.02,263.55,Card
TR0005748,2024-07-28,P050,1,43.61,12,2.36,43.61,5.11,1.03,47.69,Cash
TR0005749,2024-07-28,P012,4,259.26,5,3.08,1037.04,50.25,31.94,1055.35,Card
TR0005750,2024-07-28,P009,6,110.76,5,4.8,664.56,31.63,31.9,664.29,Card
TR0005751,2024-07-28,P079,3,110.23,5,2.22,330.69,16.17,7.34,339.52,Cash
TR0005752,2024-07-28,P047,6,33.57,5,0.3,201.42,10.04,0.6,210.86,Card
TR0005753,2024-07-28,P004,1,331.93,12,3.83,331.93,38.31,12.71,357.53,UPI
TR0005754,2024-07-28,P004,6,317.57,5,1.64,1905.42,93.71,31.25,1967.88,UPI
TR0005755,2024-07-28,P026,6,141.26,12,4.14,847.56,97.5,35.09,909.97,Card
TR0005756,2024-07-28,P097,4,142.0,12,1.64,568.0,67.04,9.32,625.72,Cash
TR0005757,2024-07-28,P039,4,496.16,12,1.72,1984.64,234.06,34.14,2184.56,Cash
TR0005758,2024-07-28,P001,2,85.92,5,2.09,171.84,8.41,3.59,176.66,Card
TR0005759,2024-07-28,P081,3,115.83,5,4.57,347.49,16.58,15.88,348.19,Card
TR0005760,2024-07-28,P050,2,44.44,12,1.71,88.88,10.48,1.52,97.84,Card
TR0005761,2024-07-28,P100,6,162.9,5,3.03,977.4,47.39,29.62,995.17,Card
TR0005762,2024-07-28,P043,2,149.83,12,3.14,299.66,34.83,9.41,325.08,Cash
TR0005763,2024-07-28,P007,5,161.08,5,1.66,805.4,39.6,13.37,831.63,Card
TR0005764,2024-07-28,P076,3,423.18,5,3.05,1269.54,61.54,38.72,1292.36,UPI
TR0005765,2024-07-28,P002,1,49.59,12,1.93,49.59,5.84,0.96,54.47,UPI
TR0005766,2024-07-28,P022,4,154.76,5,2.56,619.04,30.16,15.85,633.35,Card
TR0005767,2024-07-28,P019,5,150.59,12,3.85,752.95,86.88,28.99,810.84,UPI
TR0005768,2024-07-28,P035,2,161.67,12,4.49,323.34,37.06,14.52,345.88,Cash
TR0005769,2024-07-28,P040,3,199.9,5,4.02,599.7,28.78,24.11,604.37,Cash
TR0005770,2024-07-28,P034,5,199.66,12,3.49,998.3,115.62,34.84,1079.08,UPI
TR0005771,2024-07-28,P097,6,144.05,12,2.0,864.3,101.64,17.29,948.65,Card
TR0005772,2024-07-28,P023,4,96.12,12,4.03,384.48,44.28,15.49,413.27,Cash
TR0005773,2024-07-28,P096,4,102.08,5,1.71,408.32,20.07,6.98,421.41,Card
TR0005774,2024-07-28,P077,2,64.76,12,1.06,129.52,15.38,1.37,143.53,Card
TR0005775,2024-07-28,P031,6,225.73,12,0.99,1354.38,160.92,13.41,1501.89,Card
TR0005776,2024-07-28,P010,5,143.21,5,1.99,716.05,35.09,14.25,736.89,Card
TR0005777,2024-07-28,P016,4,172.33,12,3.09,689.32,80.16,21.3,748.18,UPI
TR0005778,2024-07-28,P099,6,123.02,12,4.4,738.12,84.68,32.48,790.32,Card
TR0005779,2024-07-28,P010,5,135.45,12,2.32,677.25,79.38,15.71,740.92,UPI
TR0005780,2024-07-28,P017,3,125.15,12,2.2,375.45,44.06,8.26,411.25,UPI
TR0005781,2024-07-28,P076,4,405.74,12,2.59,1622.96,189.71,42.03,1770.64,UPI
TR0005782,2024-07-28,P019,3,150.68,12,3.46,452.04,52.37,15.64,488.77,Cash
TR0005783,2024-07-28,P020,5,34.47,5,3.93,172.35,8.28,6.77,173.86,Cash
TR0005784,2024-07-28,P009,2,116.45,5,1.26,232.9,11.5,2.93,241.47,Card
TR0005785,2024-07-28,P037,4,180.45,5,4.82,721.8,34.35,34.79,721.36,Card
TR0005786,2024-07-28,P092,2,62.78,5,2.79,125.56,6.1,3.5,128.16,UPI
TR0005787,2024-07-29,P012,5,265.17,12,4.11,1325.85,152.56,54.49,1423.92,Card
TR0005788,2024-07-29,P080,6,142.47,5,1.05,854.82,42.29,8.98,888.13,Card
TR0005789,2024-07-29,P039,3,471.11,5,0.97,1413.33,69.98,13.71,1469.6,Card
TR0005790,2024-07-29,P042,1,83.39,12,1.22,83.39,9.88,1.02,92.25,UPI
TR0005791,2024-07-29,P023,6,95.36,5,0.8,572.16,28.38,4.58,595.96,Card
TR0005792,2024-07-29,P083,3,48.28,5,1.46,144.84,7.14,2.11,149.87,UPI
TR0005793,2024-07-29,P046,5,201.36,12,2.36,1006.8,117.96,23.76,1101.0,Cash
TR0005794,2024-07-29,P001,3,85.04,5,1.85,255.12,12.52,4.72,262.92,Cash
TR0005795,2024-07-29,P009,3,116.73,5,1.65,350.19,17.22,5.78,361.63,Card
TR0005796,2024-07-29,P025,4,123.59,5,2.18,494.36,24.18,10.78,507.76,Card
TR0005797,2024-07-29,P039,6,474.41,12,4.49,2846.46,326.24,127.81,3044.89,UPI
TR0005798,2024-07-29,P004,6,328.98,5,3.76,1973.88,94.98,74.22,1994.64,Card
TR0005799,2024-07-29,P025,5,114.84,5,1.89,574.2,28.17,10.85,591.52,UPI
TR0005800,2024-07-29,P036,2,154.99,12,0.73,309.98,36.93,2.26,344.65,UPI
TR0005801,2024-07-29,P010,1,142.13,5,1.33,142.13,7.01,1.89,147.25,Card
TR0005802,2024-07-29,P044,1,165.35,12,2.71,165.35,19.3,4.48,180.17,Cash
TR0005803,2024-07-29,P027,5,89.6,5,0.47,448.0,22.29,2.11,468.18,Cash
TR0005804,2024-07-29,P020,6,34.78,5,2.94,208.68,10.13,6.14,212.67,UPI
TR0005805,2024-07-29,P006,1,45.96,5,3.91,45.96,2.21,1.8,46.37,UPI
TR0005806,2024-07-29,P045,3,209.71,12,0.39,629.13,75.2,2.45,701.88,UPI
TR0005807,2024-07-29,P008,6,162.18,12,2.56,973.08,113.78,24.91,1061.95,Cash
TR0005808,2024-07-29,P001,3,87.21,12,4.35,261.63,30.03,11.38,280.28,UPI
TR0005809,2024-07-29,P016,3,173.07,5,2.08,519.21,25.42,10.8,533.83,Card
TR0005810,2024-07-29,P026,2,137.99,5,0.6,275.98,13.72,1.66,288.04,Card
TR0005811,2024-07-29,P043,5,153.34,5,2.89,766.7,37.23,22.16,781.77,UPI
TR0005812,2024-07-29,P014,5,158.94,5,3.01,794.7,38.54,23.92,809.32,Cash
TR0005813,2024-07-29,P038,1,50.16,12,1.58,50.16,5.92,0.79,55.29,UPI
TR0005814,2024-07-29,P003,3,269.6,12,2.71,808.8,94.43,21.92,881.31,Cash
TR0005815,2024-07-29,P004,5,348.46,5,2.1,1742.3,85.29,36.59,1791.0,UPI
TR0005816,2024-07-29,P044,6,161.78,12,0.09,970.68,116.38,0.87,1086.19,Card
TR0005817,2024-07-29,P039,3,489.87,5,3.28,1469.61,71.07,48.2,1492.48,UPI
TR0005818,2024-07-29,P017,1,119.0,12,0.17,119.0,14.26,0.2,133.06,Cash
TR0005819,2024-07-29,P043,2,155.95,5,1.79,311.9,15.32,5.58,321.64,Cash
TR0005820,2024-07-29,P045,4,215.06,12,3.39,860.24,99.73,29.16,930.81,UPI
TR0005821,2024-07-29,P097,6,148.96,5,4.32,893.76,42.76,38.61,897.91,Card
TR0005822,2024-07-29,P089,1,92.13,12,2.76,92.13,10.75,2.54,100.34,UPI
TR0005823,2024-07-29,P046,1,199.79,5,0.81,199.79,9.91,1.62,208.08,Card
TR0005824,2024-07-29,P083,6,49.14,12,0.5,294.84,35.2,1.47,328.57,UPI
TR0005825,2024-07-29,P048,2,267.64,5,1.17,535.28,26.45,6.26,555.47,UPI
TR0005826,2024-07-29,P010,6,139.07,12,2.49,834.42,97.64,20.78,911.28,UPI
TR0005827,2024-07-29,P020,1,36.12,12,3.38,36.12,4.19,1.22,39.09,Card
TR0005828,2024-07-29,P006,3,47.48,5,3.03,142.44,6.91,4.32,145.03,Cash
TR0005829,2024-07-29,P005,5,55.25,5,1.63,276.25,13.59,4.5,285.34,UPI
TR0005830,2024-07-29,P042,4,80.64,5,3.04,322.56,15.64,9.81,328.39,UPI
TR0005831,2024-07-29,P004,2,330.59,5,3.76,661.18,31.82,24.86,668.14,Cash
TR0005832,2024-07-29,P097,4,143.27,12,2.6,573.08,66.98,14.9,625.16,Cash
TR0005833,2024-07-29,P084,3,246.35,5,4.02,739.05,35.47,29.71,744.81,Card
TR0005834,2024-07-29,P045,6,213.15,12,0.07,1278.9,153.36,0.9,1431.36,Cash
TR0005835,2024-07-29,P096,1,102.6,12,0.37,102.6,12.27,0.38,114.49,Cash
TR0005836,2024-07-29,P036,5,154.28,12,3.64,771.4,89.2,28.08,832.52,Cash
TR0005837,2024-07-29,P018,6,111.63,12,2.53,669.78,78.34,16.95,731.17,Cash
TR0005838,2024-07-29,P037,6,171.6,12,1.63,1029.6,121.54,16.78,1134.36,Cash
TR0005839,2024-07-29,P050,2,43.85,12,2.16,87.7,10.3,1.89,96.11,Card
TR0005840,2024-07-29,P020,6,36.05,12,0.31,216.3,25.88,0.67,241.51,Cash
TR0005841,2024-07-30,P016,3,171.9,12,0.54,515.7,61.55,2.78,574.47,Card
TR0005842,2024-07-30,P040,5,201.76,5,1.25,1008.8,49.81,12.61,1046.0,UPI
TR0005843,2024-07-30,P044,2,173.68,12,4.07,347.36,39.99,14.14,373.21,Cash
TR0005844,2024-07-30,P078,6,89.19,5,4.58,535.14,25.53,24.51,536.16,UPI
TR0005845,2024-07-30,P010,1,135.82,5,1.1,135.82,6.72,1.49,141.05,UPI
TR0005846,2024-07-30,P084,5,253.85,12,4.91,1269.25,144.83,62.32,1351.76,UPI
TR0005847,2024-07-30,P085,2,221.3,5,1.94,442.6,21.7,8.59,455.71,Card
TR0005848,2024-07-30,P031,3,220.19,5,0.88,660.57,32.74,5.81,687.5,UPI
TR0005849,2024-07-30,P034,6,196.51,5,1.57,1179.06,58.03,18.51,1218.58,Cash
TR0005850,2024-07-30,P099,6,114.38,12,0.04,686.28,82.32,0.27,768.33,UPI
TR0005851,2024-07-30,P021,5,154.9,12,2.72,774.5,90.41,21.07,843.84,Card
TR0005852,2024-07-30,P083,4,45.5,5,3.5,182.0,8.78,6.37,184.41,Card
TR0005853,2024-07-30,P037,1,182.57,12,2.92,182.57,21.27,5.33,198.51,Card
TR0005854,2024-07-30,P099,5,123.21,5,1.87,616.05,30.23,11.52,634.76,Card
TR0005855,2024-07-30,P040,5,189.96,12,0.84,949.8,113.02,7.98,1054.84,Card
TR0005856,2024-07-30,P041,2,98.04,12,0.99,196.08,23.3,1.94,217.44,UPI
TR0005857,2024-07-30,P034,5,194.11,5,2.83,970.55,47.15,27.47,990.23,Cash
TR0005858,2024-07-30,P003,2,260.31,12,4.94,520.62,59.39,25.72,554.29,Card
TR0005859,2024-07-30,P014,6,163.27,12,0.73,979.62,116.7,7.15,1089.17,Card
TR0005860,2024-07-30,P088,5,231.61,5,0.53,1158.05,57.6,6.14,1209.51,Card
TR0005861,2024-07-30,P049,2,407.03,5,0.3,814.06,40.58,2.44,852.2,Cash
TR0005862,2024-07-30,P036,1,145.31,5,0.58,145.31,7.22,0.84,151.69,Cash
TR0005863,2024-07-30,P039,3,468.27,12,1.24,1404.81,166.49,17.42,1553.88,UPI
TR0005864,2024-07-30,P004,3,326.73,5,3.69,980.19,47.2,36.17,991.22,Card
TR0005865,2024-07-30,P004,6,319.79,5,3.7,1918.74,92.39,70.99,1940.14,UPI
TR0005866,2024-07-30,P086,5,134.25,12,3.48,671.25,77.75,23.36,725.64,Card
TR0005867,2024-07-30,P081,6,123.0,5,0.32,738.0,36.78,2.36,772.42,Card
TR0005868,2024-07-30,P083,6,46.7,12,3.09,280.2,32.58,8.66,304.12,Card
TR0005869,2024-07-30,P083,6,46.55,5,2.82,279.3,13.57,7.88,284.99,UPI
TR0005870,2024-07-30,P006,4,44.77,5,3.08,179.08,8.68,5.52,182.24,Card
TR0005871,2024-07-30,P007,6,172.42,12,3.17,1034.52,120.21,32.79,1121.94,Cash
TR0005872,2024-07-30,P019,4,156.1,5,3.66,624.4,30.08,22.85,631.63,Cash
TR0005873,2024-07-30,P048,5,271.84,5,3.24,1359.2,65.76,44.04,1380.92,Cash
TR0005874,2024-07-30,P096,1,108.56,5,1.06,108.56,5.37,1.15,112.78,Card
TR0005875,2024-07-30,P010,4,147.34,12,1.54,589.36,69.63,9.08,649.91,Card
TR0005876,2024-07-30,P078,5,88.51,12,0.57,442.55,52.8,2.52,492.83,UPI
TR0005877,2024-07-30,P100,3,161.8,5,0.59,485.4,24.13,2.86,506.67,Card
TR0005878,2024-07-30,P084,2,239.45,5,4.57,478.9,22.85,21.89,479.86,Card
TR0005879,2024-07-30,P048,5,263.22,5,2.01,1316.1,64.48,26.45,1354.13,Cash
TR0005880,2024-07-30,P023,6,102.84,12,3.98,617.04,71.1,24.56,663.58,UPI
TR0005881,2024-07-30,P037,6,172.49,5,2.23,1034.94,50.59,23.08,1062.45,Card
TR0005882,2024-07-30,P096,4,103.69,5,2.6,414.76,20.2,10.78,424.18,Cash
TR0005883,2024-07-30,P084,6,235.17,12,2.64,1411.02,164.85,37.25,1538.62,UPI
TR0005884,2024-07-30,P007,1,159.34,12,4.13,159.34,18.33,6.58,171.09,UPI
TR0005885,2024-07-31,P036,3,156.04,12,3.04,468.12,54.47,14.23,508.36,Cash
TR0005886,2024-07-31,P080,1,137.97,12,3.93,137.97,15.91,5.42,148.46,UPI
TR0005887,2024-07-31,P016,5,178.65,12,0.34,893.25,106.83,3.04,997.04,Cash
TR0005888,2024-07-31,P082,6,202.44,12,2.32,1214.64,142.38,28.18,1328.84,UPI
TR0005889,2024-07-31,P092,6,59.35,5,2.31,356.1,17.39,8.23,365.26,Cash
TR0005890,2024-07-31,P032,6,93.7,5,3.2,562.2,27.21,17.99,571.42,UPI
TR0005891,2024-07-31,P089,3,97.7,5,4.1,293.1,14.05,12.02,295.13,Card
TR0005892,2024-07-31,P046,3,199.38,12,3.18,598.14,69.49,19.02,648.61,Cash
TR0005893,2024-07-31,P008,4,166.43,5,4.16,665.72,31.9,27.69,669.93,UPI
TR0005894,2024-07-31,P044,2,158.62,5,0.36,317.24,15.81,1.14,331.91,Cash
TR0005895,2024-07-31,P014,2,160.42,12,2.94,320.84,37.37,9.43,348.78,Cash
TR0005896,2024-07-31,P099,6,120.88,12,2.24,725.28,85.08,16.25,794.11,Cash
TR0005897,2024-07-31,P047,3,33.06,5,1.63,99.18,4.88,1.62,102.44,Cash
TR0005898,2024-07-31,P037,6,175.21,12,1.6,1051.26,124.13,16.82,1158.57,UPI
TR0005899,2024-07-31,P020,6,33.67,12,1.54,202.02,23.87,3.11,222.78,UPI
TR0005900,2024-07-31,P020,1,33.37,5,1.38,33.37,1.65,0.46,34.56,Cash
TR0005901,2024-07-31,P099,4,114.72,5,1.88,458.88,22.51,8.63,472.76,Cash
TR0005902,2024-07-31,P014,6,157.33,12,2.1,943.98,110.9,19.82,1035.06,UPI
TR0005903,2024-07-31,P030,4,265.75,5,0.27,1063.0,53.01,2.87,1113.14,Cash
TR0005904,2024-07-31,P016,6,179.52,12,3.6,1077.12,124.6,38.78,1162.94,UPI
TR0005905,2024-07-31,P023,1,98.2,5,2.11,98.2,4.81,2.07,100.94,Card
TR0005906,2024-07-31,P050,6,42.91,12,4.58,257.46,29.48,11.79,275.15,UPI
TR0005907,2024-07-31,P045,2,203.99,12,2.9,407.98,47.54,11.83,443.69,Card
TR0005908,2024-07-31,P005,6,52.5,12,2.46,315.0,36.87,7.75,344.12,UPI
TR0005909,2024-07-31,P078,2,86.37,5,0.48,172.74,8.6,0.83,180.51,Card
TR0005910,2024-07-31,P085,3,219.88,12,2.36,659.64,77.29,15.57,721.36,Cash
TR0005911,2024-07-31,P078,1,87.19,12,1.77,87.19,10.28,1.54,95.93,Cash
TR0005912,2024-07-31,P028,3,85.93,5,0.16,257.79,12.87,0.41,270.25,Cash
TR0005913,2024-07-31,P028,1,85.03,5,4.66,85.03,4.05,3.96,85.12,Card
TR0005914,2024-07-31,P019,5,150.84,12,4.56,754.2,86.38,34.39,806.19,UPI
TR0005915,2024-07-31,P077,4,70.64,5,2.7,282.56,13.75,7.63,288.68,Card
TR0005916,2024-07-31,P088,4,236.82,12,3.34,947.28,109.88,31.64,1025.52,UPI
TR0005917,2024-07-31,P028,5,84.8,5,0.59,424.0,21.08,2.5,442.58,Cash
TR0005918,2024-07-31,P005,6,53.48,5,4.72,320.88,15.29,15.15,321.02,UPI
TR0005919,2024-07-31,P022,2,157.15,12,1.68,314.3,37.08,5.28,346.1,Card
TR0005920,2024-07-31,P093,1,383.62,5,3.15,383.62,18.58,12.08,390.12,Card
TR0005921,2024-07-31,P077,5,66.02,5,1.39,330.1,16.28,4.59,341.79,Cash
TR0005922,2024-07-31,P022,4,155.44,12,1.62,621.76,73.4,10.07,685.09,Card
TR0005923,2024-07-31,P100,2,150.89,12,0.28,301.78,36.11,0.84,337.05,Cash
TR0005924,2024-07-31,P039,6,477.74,12,3.06,2866.44,333.45,87.71,3112.18,UPI
TR0005925,2024-07-31,P040,4,195.97,5,0.25,783.88,39.1,1.96,821.02,UPI
TR0005926,2024-07-31,P047,3,32.9,5,3.79,98.7,4.75,3.74,99.71,Card
TR0005927,2024-07-31,P085,1,220.85,12,2.29,220.85,25.89,5.06,241.68,Cash
TR0005928,2024-07-31,P027,3,89.0,5,1.19,267.0,13.19,3.18,277.01,Card
TR0005929,2024-07-31,P036,4,152.0,12,4.91,608.0,69.38,29.85,647.53,Card
TR0005930,2024-08-01,P012,1,255.48,5,4.56,255.48,12.19,11.65,256.02,Card
TR0005931,2024-08-01,P031,2,233.25,12,2.43,466.5,54.62,11.34,509.78,Cash
TR0005932,2024-08-01,P010,4,140.65,5,0.9,562.6,27.88,5.06,585.42,UPI
TR0005933,2024-08-01,P084,2,253.14,5,2.03,506.28,24.8,10.28,520.8,Card
TR0005934,2024-08-01,P019,2,157.1,5,4.62,314.2,14.98,14.52,314.66,Cash
TR0005935,2024-08-01,P010,5,139.73,12,4.83,698.65,79.79,33.74,744.7,Card
TR0005936,2024-08-01,P048,6,265.45,5,3.35,1592.7,76.97,53.36,1616.31,Card
TR0005937,2024-08-01,P092,2,60.22,5,2.5,120.44,5.87,3.01,123.3,UPI
TR0005938,2024-08-01,P037,1,174.89,5,2.36,174.89,8.54,4.13,179.3,Cash
TR0005939,2024-08-01,P015,3,65.21,5,4.26,195.63,9.37,8.33,196.67,Card
TR0005940,2024-08-01,P049,6,398.9,5,2.41,2393.4,116.79,57.68,2452.51,Card
TR0005941,2024-08-01,P031,1,214.42,5,4.06,214.42,10.29,8.71,216.0,Card
TR0005942,2024-08-01,P002,5,46.06,12,3.3,230.3,26.72,7.6,249.42,Cash
TR0005943,2024-08-01,P001,5,82.7,5,1.17,413.5,20.43,4.84,429.09,Cash
TR0005944,2024-08-01,P012,3,244.25,5,1.08,732.75,36.24,7.91,761.08,Card
TR0005945,2024-08-01,P023,4,102.71,5,2.89,410.84,19.95,11.87,418.92,UPI
TR0005946,2024-08-01,P078,6,90.43,12,4.37,542.58,62.26,23.71,581.13,Card
TR0005947,2024-08-01,P089,4,96.63,5,3.05,386.52,18.74,11.79,393.47,UPI
TR0005948,2024-08-01,P032,4,94.6,5,0.71,378.4,18.79,2.69,394.5,Card
TR0005949,2024-08-01,P023,5,95.33,12,3.06,476.65,55.45,14.59,517.51,Cash
TR0005950,2024-08-01,P079,1,111.54,5,2.95,111.54,5.41,3.29,113.66,UPI
TR0005951,2024-08-01,P004,5,333.32,5,1.31,1666.6,82.24,21.83,1727.01,UPI
TR0005952,2024-08-01,P076,6,409.34,5,4.98,2456.04,116.69,122.31,2450.42,Card
TR0005953,2024-08-01,P017,2,125.02,12,0.68,250.04,29.8,1.7,278.14,Card
TR0005954,2024-08-01,P018,6,117.52,12,0.9,705.12,83.85,6.35,782.62,Cash
TR0005955,2024-08-01,P045,2,202.49,5,3.89,404.98,19.46,15.75,408.69,Card
TR0005956,2024-08-01,P100,2,159.93,5,2.83,319.86,15.54,9.05,326.35,Card
TR0005957,2024-08-01,P013,1,230.89,12,1.69,230.89,27.24,3.9,254.23,UPI
TR0005958,2024-08-01,P009,4,107.69,12,0.87,430.76,51.24,3.75,478.25,Card
TR0005959,2024-08-01,P042,1,78.31,12,2.13,78.31,9.2,1.67,85.84,UPI
TR0005960,2024-08-01,P085,3,236.32,12,1.98,708.96,83.39,14.04,778.31,Card
TR0005961,2024-08-01,P087,1,41.33,5,2.56,41.33,2.01,1.06,42.28,Cash
TR0005962,2024-08-01,P018,6,109.46,5,0.97,656.76,32.52,6.37,682.91,UPI
TR0005963,2024-08-01,P094,3,471.31,12,4.63,1413.93,161.82,65.46,1510.29,Cash
TR0005964,2024-08-01,P028,4,83.29,12,4.98,333.16,37.99,16.59,354.56,Cash
TR0005965,2024-08-01,P084,6,254.95,12,1.78,1529.7,180.3,27.23,1682.77,UPI
TR0005966,2024-08-01,P100,1,162.48,12,4.99,162.48,18.52,8.11,172.89,Card
TR0005967,2024-08-01,P077,1,69.34,5,0.99,69.34,3.43,0.69,72.08,Card
TR0005968,2024-08-01,P099,6,121.11,12,3.43,726.66,84.21,24.92,785.95,Card
TR0005969,2024-08-01,P001,6,83.67,12,4.87,502.02,57.31,24.45,534.88,Card
TR0005970,2024-08-01,P079,2,108.96,5,2.49,217.92,10.62,5.43,223.11,Card
TR0005971,2024-08-01,P035,2,164.33,5,4.29,328.66,15.73,14.1,330.29,UPI
TR0005972,2024-08-01,P014,6,165.62,12,0.96,993.72,118.1,9.54,1102.28,UPI
TR0005973,2024-08-01,P004,2,324.12,5,0.52,648.24,32.24,3.37,677.11,Card
TR0005974,2024-08-01,P047,5,32.7,12,0.07,163.5,19.61,0.11,183.0,UPI
TR0005975,2024-08-01,P022,4,155.38,12,1.57,621.52,73.41,9.76,685.17,UPI
TR0005976,2024-08-01,P012,2,248.71,12,3.66,497.42,57.51,18.21,536.72,UPI
TR0005977,2024-08-01,P029,1,42.68,5,3.03,42.68,2.07,1.29,43.46,UPI
TR0005978,2024-08-01,P049,2,415.31,5,3.8,830.62,39.95,31.56,839.01,Card
TR0005979,2024-08-01,P011,6,46.93,12,4.33,281.58,32.33,12.19,301.72,Cash
TR0005980,2024-08-01,P090,2,202.85,5,2.42,405.7,19.79,9.82,415.67,Card
TR0005981,2024-08-02,P019,1,149.8,5,2.85,149.8,7.28,4.27,152.81,UPI
TR0005982,2024-08-02,P033,3,120.64,5,0.87,361.92,17.94,3.15,376.71,UPI
TR0005983,2024-08-02,P045,4,201.91,12,2.86,807.64,94.14,23.1,878.68,UPI
TR0005984,2024-08-02,P098,6,206.52,5,2.14,1239.12,60.63,26.52,1273.23,Cash
TR0005985,2024-08-02,P038,5,50.74,5,4.6,253.7,12.1,11.67,254.13,Card
TR0005986,2024-08-02,P079,3,105.34,5,4.6,316.02,15.07,14.54,316.55,Card
